event_id,prediction,anomaly_score,threat_type,threat_level,confidence_score,reasons
EVT01078,Normal,-0.0046761506152182,Brute Force,Low Threat,36,"[""Excessive failed login attempts (12 attempts exceeded threshold of 10)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01079,Normal,-0.0500390563774613,Port Scan,Normal,9,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01080,Normal,-0.0236396923654031,USB / Removable Media,Normal,23,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01081,Normal,-0.0352264798369111,Malware,Medium Threat,41,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (18:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01082,Normal,-0.0388815317264843,USB / Removable Media,Normal,27,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01083,Normal,-0.031783912265327,USB / Removable Media,Normal,24,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01084,Normal,-0.0508521642901438,Port Scan,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01085,Normal,-0.0372695649356782,Malware,Medium Threat,47,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (18:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01086,Normal,-0.0542753358644358,Phishing,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01087,Normal,-0.0388728210629948,Brute Force,Medium Threat,41,"[""Excessive failed login attempts (20 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (18:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01088,Normal,-0.0412259966689896,Brute Force,Medium Threat,50,"[""Excessive failed login attempts (16 attempts exceeded threshold of 10)"", ""High asset vulnerability present (CVSS 7.3)"", ""Activity occurred outside standard operational hours (18:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01089,Normal,-0.0745502428518907,Brute Force,Low Threat,30,"[""Elevated failed login attempts (7 attempts)"", ""Activity occurred outside standard operational hours (18:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT01090,Normal,-0.0571669144392815,Phishing,Normal,23,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01091,Normal,-0.0405526431256004,Brute Force,Medium Threat,46,"[""Excessive failed login attempts (14 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (18:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01092,Normal,-0.0709015425180727,Privilege Escalation,Normal,11,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01093,Normal,-0.0393507022992374,Malware,Medium Threat,47,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (19:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01094,Normal,-0.0080765498106345,Brute Force,Normal,39,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01095,Normal,-0.0234732449969953,Phishing,Normal,25,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01096,Normal,-0.0500382627822941,Brute Force,Low Threat,34,"[""Elevated failed login attempts (7 attempts)"", ""Activity occurred outside standard operational hours (19:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT01097,Normal,-0.0054100299298242,Normal Activity,Normal,36,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01098,Normal,-0.0169522482048432,Unauthorized File Access,Normal,31,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01099,Normal,-0.0575429175697204,USB / Removable Media,Normal,13,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01100,Normal,-0.0333923087477513,Brute Force,Low Threat,37,"[""Elevated failed login attempts (7 attempts)"", ""Activity occurred outside standard operational hours (19:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT01101,Normal,-0.0578467457773818,SQL Injection,Normal,23,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01102,Normal,-0.0653673143583999,Brute Force,Normal,25,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01103,Normal,-0.0048563242368068,Port Scan,Normal,33,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01104,Normal,-0.0407390474108149,Brute Force,Low Threat,40,"[""Elevated failed login attempts (4 attempts)"", ""High asset vulnerability present (CVSS 7.0)"", ""Activity occurred outside standard operational hours (19:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT01105,Normal,-0.0295502374588755,Brute Force,Low Threat,32,"[""Elevated failed login attempts (5 attempts)"", ""Activity occurred outside standard operational hours (20:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT01106,Normal,-0.0663158952300359,Privilege Escalation,Normal,22,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01107,Normal,-0.0274069424443105,Brute Force,Medium Threat,49,"[""Excessive failed login attempts (11 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (20:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01108,Normal,-0.0457720298677705,SQL Injection,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01109,Normal,-0.0352596021802242,Malware,Medium Threat,41,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (20:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01110,Normal,-0.0510267237669905,Brute Force,Normal,24,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01111,Normal,-0.0333510229382536,Brute Force,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01112,Normal,-0.005381907838468,Malware,Medium Threat,57,"[""Malware payload or malicious signature detected"", ""High asset vulnerability present (CVSS 8.2)"", ""Activity occurred outside standard operational hours (20:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01113,Normal,-0.0361553121802391,SQL Injection,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01114,Normal,-0.07337445756795,Unauthorized File Access,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01115,Normal,-0.0632013713103987,Unauthorized File Access,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01116,Normal,-0.0103500351471214,Port Scan,Normal,32,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01117,Normal,-0.0328376155970124,Brute Force,Medium Threat,48,"[""Excessive failed login attempts (20 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (21:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01118,Normal,-0.0101493002340663,Brute Force,Normal,35,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01119,Normal,-0.0360298442369628,Malware,Medium Threat,47,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (21:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01120,Normal,-0.0388489735589716,Brute Force,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01121,Suspicious,0.0224313170526772,Brute Force,Critical Threat,70,"[""Excessive failed login attempts (20 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (21:00)"", ""Isolation Forest flagged event as anomalous (score: 0.022431)""]"
EVT01122,Normal,-0.045257625535178,SQL Injection,Normal,22,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01123,Normal,-0.0597277307534718,Unauthorized File Access,Normal,13,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01124,Normal,-0.0624174151672332,USB / Removable Media,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01125,Normal,-0.0226121718113243,Normal Activity,Normal,26,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01126,Normal,-0.0702770867813694,SQL Injection,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01127,Normal,-0.0274364006637131,Normal Activity,Normal,25,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01128,Normal,-0.0262866640466384,USB / Removable Media,Normal,25,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01129,Normal,-0.0429029978994463,Brute Force,Low Threat,39,"[""Elevated failed login attempts (7 attempts)"", ""High asset vulnerability present (CVSS 8.0)"", ""Activity occurred outside standard operational hours (22:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT01130,Normal,-0.0225737513555782,Malware,Medium Threat,50,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (22:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01131,Normal,-0.0354844641402136,Phishing,Normal,27,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01132,Normal,-0.0273436714251879,Malware,Medium Threat,43,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (22:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01133,Normal,-0.0467309486276143,Phishing,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01134,Normal,-0.0372873601075975,Phishing,Normal,23,"[""Activity aligns with standard operational baseline and security policies""]"
